Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
05/08/2022 13:50,@nsjqh1659674914,Ashton Smith,Hope is the second sou ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩ . .._^ ے⁦نون⁩- almost ◥•ﻜٕوِبون• ﺧٕٓصٍمٍ•ﻜٕوِدٓ,1555415921304293376,,https://pbs.twimg.com/media/FZXyiR3VsAESgDT.jpg,,0,0,Twitter for iPhone,0,16,0,,2022/08/05,,,,,View
05/08/2022 13:50,@sa_ku_39_39,サク＠シミ・シワ・たるみなくしたい！,数年前テレビで日傘をさす男子が特集されていた。 男子らしくないとコメンテーターは言ったと言う話を人にしたら 『日光アレルギー』がある事を知った。友達の子も日光に弱い。 無知ですいません。 #シミ #紫外線対策 #美白,1555415921291698176,,,,0,0,twittbot.net,4187,4050,15,,2019/04/16,,アラフォー美容ブロガー💄シミ・シワ・たるみなどのテーマを扱っている。丁寧で分かりやすいレビュー記事を心掛けています😊ドタバタ2児子育て中💨@sa_ku_39_39 は『老いに負けない肌』をこそっと発信中！,https://www.tsukitani-cooking.com/,,View
05/08/2022 13:50,@NewsPlopcom,News Plop,US to issue ID to migrants awaiting deportation proceedings,1555415921279340545,https://rssfeeds.cloudsite.builders/2022/08/04/us-to-issue-id-to-migrants-awaiting-deportation-proceedings-2/,,,0,0,WordPress.com,445,819,1,,2018/02/11,,Breaking Celebrity news at your fingertips 💻 Visit http://NewsPlop.com for #celeb #enternainment #news reports.📢,http://newsplop.com,,View
05/08/2022 13:50,@TkhKkoNeko,ヨシダ,8月6日ねこといっしょ譲渡センター、楽しんで可愛いねことふれ合いしましょう #NYAWREKA #ねこといっしょ #保護猫,1555415921275342849,,https://pbs.twimg.com/media/FZXyhNcaUAEeYh7.jpg,,0,0,Twitter for Android,0,2,0,,2022/08/05,,,,,View
05/08/2022 13:50,@Amatera05072829,ㄹㅏ인py673▶ 출장만남출장마사지출장업소출장샵출장아가씨출장서비스애인대행,📂 갑자기겁이덜컥 사천탕수육 달밤 #중년 🔳,1555415921266548740,,,,0,0,Twitter for Android,0,0,0,,2019/03/03,,161cm / 49kg C컵 26살 오늘 밤 저랑 만남하실꺼죠? ㄹㅏ인 py673 ㄲr톡:vipvip797,,,View
05/08/2022 13:50,@vicommarquez,Victoria 🧸,Todo me afecta tanto,1555415921216339970,,,,0,0,Twitter for Android,811,335,0,,2015/11/14,,"♈ • I solemnly swear that I am up to no good.- y hoy que me levanté, puedo decir que volví 🦁 #23",http://www.instagram.com/vico.marquez,,View
05/08/2022 13:50,@Gasto1Kimberley,Kimberley Gaston,#LoveAlwaysWin,1555415921212145664,,https://pbs.twimg.com/media/FZXyiZ3WYAAjanc.jpg,,0,0,Twitter for Android,4,9,0,,2022/07/16,,I Am Hebrew,,,View
05/08/2022 13:50,@sun___ht2,たいよう,TL不快だし直接言う度胸もないなら黙っとけみたいなツイートしとった人、それをリプじゃなくて普通に呟くのは矛盾してねぇか、ちゃんと筋通せよ,1555415921170456581,,,,0,0,Twitter for Android,11,5,0,,2022/07/03,,1人でぽやぽや呟くアカウント,,,View
05/08/2022 13:50,@sunspirrit,chan ចន្ទ,,1555415921166090240,https://open.spotify.com/track/3cKM7UXBZmgjEgEBTkaIlU?si=GxjyrtsMSHOBheJN_4niqg&context=spotify%3Aartist%3A4AK6F7OLvEQ5QYCBNiQWHq,,,0,0,Twitter for iPhone,452,184,1,,2020/11/04,,@imacoolwitch LOML | ig : mmoraanaa,https://curiouscat.me/Imnotokayso,,View
05/08/2022 13:50,@dansima20,旦縞,サンリオ好きだけど見たことないキャラ抱いてて笑っちゃったwww😂,1555415921149476864,,,,0,0,Twitter for iPhone,38,36,0,,2021/05/25,,無節操ド雑食｡🌊さんにエチみを感じた。マズレすき！ 20 何が何でもナンバの同人誌を出すぞ🔥🔥🔥🔥🔥,,,View
05/08/2022 13:50,@kii_shukuwa,賀茂小路禰宜麻呂（木井 健一／KII Ken-ichi）,2022-08-05 “tweet作り” に淫する事で他の事を疎かにしてゐる事を問題とした事は幾度もあったが、“tweet作り” が己が身心に与へる影響を問題とした事はあったか？ “公開twitter” での “tweet作り” が己が身心に与へる影響はバカにならぬ・バカにできぬと思ふ。 それの為に使ふ時間は更に減らさう。 RT @kii_shukuwa: 2022-08-05 “frankly” の意味は辞典でお調べを. “公開twitter (tweetを公開とするaccount)” でfranklyに述べる事は基本的にせぬ. だれがどう読むか解らぬ前提で述べる. 君がどういふ方であるにしろ. “公開twitter” での “tweet作り” が己が身心に与へる影響. それの為に使ふ時間は更に減らさう.,1555415921128513538,https://twitter.com/kii_shukuwa/status/1555403431569149952,,,0,0,Twitter Web App,3,2,0,,2020/02/23,,淑和宗／宗徒 木井帝國／皇帝（淑和皇帝） 六ゲン會創立／六ゲン齋 六カン社設立／木井健一 むつよし／賀茂小路禰宜麻呂 しらざりしもの ※「淑和」は「氣淑風和」より ※「六ゲン會」のゲンは六つのゲン しかし そのゲンが何であるかは誰も知らぬ ※「六カン社」のカンは六つのカン しかし そのカンが何であるかは誰も知らぬ,,,View
05/08/2022 13:50,@kiyuka479,あおい@ゆず好き,逢いたい逢いたい忘れはしない あなたは今も心（ここ）にいるから ありがとうありがとう伝えきれない 想いよどうか届いて欲しい 【逢いたい】,1555415921115533312,,,,0,0,twittbot.net,1012,1036,2,,2014/10/01,,ゆず好きです♪主にジャケ写と好きな歌詞を流しています。気に入って頂けたら幸いです☆無言フォロースミマセンがゆず好きさんはフォローして頂けたら嬉しいです♪もし気に入らなければスルーの方向でお願いします(^□^;)一応中に人いますw,,,View
05/08/2022 13:50,@Alkane_gbf,Alkane,A1B890DB :参戦ID 参加者募集！ Lv200 リンドヴルム,1555415921107533825,,https://pbs.twimg.com/media/ESop8gpVAAEIUni.jpg,,0,0,グランブルー ファンタジー,0,0,1,,2019/06/23,,グラブル用アカウント,,,View
05/08/2022 13:50,@I_Tawan_90,💗 🌻 💗,แงงงงง ไม่ค่อยดูซรรีเมค,1555415921056890880,,,,0,0,Twitter Web App,336,285,0,,2018/02/07,,"🌊 You smile , I smile ☁️",,,View
05/08/2022 13:50,@Leo_051005,❤️,#앙스타장터 앙스타 츠키나가 레오 코롯타 0.9로 양도해요! 디엠 주세용,1555415921044230144,,https://pbs.twimg.com/media/FZXyiDiaIAAYwkF.jpg,,0,0,Twitter for iPhone,0,1,0,,2022/03/15,,,,,View
05/08/2022 13:50,@marasandoval_,mara garza,when polo g said nobody love you till you dead that’s when they might care,1555415920989810690,,,,0,0,Twitter for iPhone,135,113,0,,2019/06/30,,19,,,View
05/08/2022 13:50,@acmaswikibot,アケマス設置店舗Wikibot,【アケマス公式サイト（アーカイブページ）】 アケマスについての解説・Q&A・スタッフコラムなどあり（体験版ちょびっとはFlash終了を前に削除されました）,1555415920964579336,http://www.idolmaster.jp/imas/archive/index.htm,,,0,0,twittbot.net,1062,1080,24,,2012/09/22,,無謀庵（ @Mubouan ）様作成のアーケード版アイドルマスター設置店を登録した有志Wikiページ（下記URL参照）の紹介botです。最近になってアケマスに興味を持ったPの為に、Wikiへの情報提供にご協力をお願いします。 bot管理者： @seiryux68,http://sfrenatezze.com/establish/pukiwiki.php?FrontPage,,View
05/08/2022 13:50,@synctam,synctam,java の properties について Wurm Unlimited の言語ファイルを調べています。 日本語が \xxxx の形式でなので可読性が悪いです。これを日本語で読めるような形に変換する方法はありますか？ 変換ツールなどがありましたら教えていただけると助かります。,1555415920935587842,,https://pbs.twimg.com/media/FZXyMW0acAEq6sB.jpg,,0,0,Twitter Web App,1392,123,16,,2010/12/17,,ゲームの日本語化支援とかをやってました,http://synctam.blogspot.jp/,,View
05/08/2022 13:50,@bjyc999,qyuu,FUCKKKKKKKKKK,1555415920927211520,,,,0,0,Twitter for iPhone,8715,136,3,,2021/06/10,,21:57,http://instagram.com/qyueyeess,,View
05/08/2022 13:50,@yuna_soraneko,空猫ユナ＠相互,ライブ配信 MANKAI STAGE『A3！』ACT2！ ～SUMMER 2022～ ▶8/1 18:00 大阪公演◀ #エーステ #エースリー 38 8/1大阪公演がライブ配信決定✨ 見返し8月8日(月)までなのでご注意を～,1555415920918642691,https://al.dmm.com/?lurl=https%3A%2F%2Fwww.dmm.com%2Fdigital%2Fcinema%2F-%2Fdetail%2F%3D%2Fcid%3D5479nelkep00235s%2F&af_id=shoutneko-003&ch=toolbar&ch_id=link,,,0,0,Botbird tweets,74,75,0,,2020/09/06,,フォロバ１００垢！２４時間以内に必ず返してるよ✨ 二次元を中心としたサブカルの情報を発信中！ユナの個人的趣味アカ。舞台ミュージカル好きだからツイート多め。 #相互フォロー #フォロバ100 #相互フォロー #フォロバ #リフォロー #refollow #リフォロー #followback #フォロー返し,,,View
05/08/2022 13:50,@EarpyQuotes,EarpyQuotes,What’s better than dynamite? #WynonnaEarp #BringWynonnaHome,1555415920910118912,,,,0,0,"Cheap Bots, Done Quick!",61,5,0,,2021/12/13,,#BringWynonnaHome #WynonnaEarp,,,View
05/08/2022 13:50,@kurage22075589,ミオソチス－Myosotis,どうせなら七七とか旦那が良かった,1555415920902012928,,,,0,0,Twitter for iPhone,319,558,13,,2019/03/26,,メンタルは絹ごし豆腐、対人関係はただのチキン🐓 お題箱→ https://odaibako.net/u/kurage22075589 faタグ #勿忘草の花ポスト 創作垢: @Wisterialibrary 鍵垢:@Gn7feZOTgdIhDyW 裏垢(フォロー非推奨):@Myo_esaba,https://www.amazon.jp/hz/wishlist/ls/1SDECQ5UFG7V?ref_=wl_share,,View
05/08/2022 13:50,@trixhia_villero,ʕ´•ᴥ•`ʔ🌸,"Naalala ko, nung jhs ako sabi ko gusto kong makapag-aral sa school na medyo malayo sa bahay kasi ang lapit ng celo sa'min. Gusto ko maexperience magcommute. Pero di ko naman aakalaing Malolos to Bustos pala ang layo😭",1555415920864292866,,,,0,0,Twitter for Android,147,122,0,,2017/05/22,,live with no regrets✨ • master of all trades • master of none • multi-passionate,https://www.youtube.com/channel/UCSYc4VF8QJw_r5FwGBSALBQ,,View
05/08/2022 13:50,@totonkun,とんくん,それはハンバーグの時だルルォ！ #思い出食堂,1555415920851718144,,https://pbs.twimg.com/media/FZXyiJ3aQAA2hOt.jpg,,0,0,Twitter for iPhone,573,513,17,,2011/10/18,,野球は中日、プロレスはNOAH、時代劇は大岡越前、特撮は仮面ライダー、刑事はコロンボ、アイドルは秋月律子さん、ガンダムはデスティニー、プリキュアはハートキャッチ、怪獣はガメラ、飯漫画は思い出食堂、FGOでは百貌さん、ベイブレードはファブニル、アジフライにはソースを愛する,,,View
05/08/2022 13:50,@gotsirius,soph,refletindo se eu termino a s1 d skam hj ou paro p ler um pouquinho,1555415920851435521,,,,0,0,Twitter for iPhone,1753,1596,31,,2021/12/17,,you are being a stupid prat. @windpercy,http://padfoot.xn--6ii/,,View
05/08/2022 13:50,@waku_wakusan,わくわく,いまバンドレンのバリトン、5000円もするのか…高ぇ…,1555415920843321344,,,,0,0,Twitter for Android,155,146,2,,2011/06/03,,お家が好きな自称愛妻家。たまに妻と登山してます。 食記→http://instagram.com/waku2_insta/,,,View
05/08/2022 13:50,@zudachris,4DF | zudachris.eth |#ChainGang |#NoWeakLinksHere,"😤😤😤 This is some pressure RT @Somewherelos: Leaving this here, in all it’s glory. The picture speaks for itself. GN @cryptojeweler @chains_nft @CozomoMedici #ChainGang #NFTCollection",1555415920813670400,https://twitter.com/somewherelos/status/1555415803327135744,https://pbs.twimg.com/media/FZXybbHWAAA8DC9.jpg,,0,0,Twitter for iPhone,1776,1729,4,,2021/12/07,,Do I really need this bio? @chains_nft 💎 holder #ChainGang @HomieGsNFT @DentedFeelsNFT @GEVOLsNFT #NoWeakLinksHere #EVOLGANG @FeelsRareRadio Mod,,,View
05/08/2022 13:50,@heianwaki,平安和気(津田達也/奈良県奈良市大柳町在住/水属性アカウント),いや、ホンマ、上層部から梯子を外されていることにすら「自覚が無い」んやな。いくらなんでも馬鹿過ぎるでしょ,1555415920813608960,,,,0,0,Twitter for Android,2356,306,61,,2019/03/05,,新型風力発電システムを考案。天球を支える巨神に因んで【プロジェクト・アトラス】を開始。大和学派を創設。メンバーは11人。大和学派のメンバーを常に募集中。大和=公平世界を信念とする哲学的体系。大和共同体を目指していますので、大和哲学(公平世界)を広めて頂けたら嬉しいです。公式サブアカウント @heianwaki2,https://note.mu/heianwaki,,View
05/08/2022 13:50,@newmoneygr,newmoney.gr,ΡΑΕ: Ελέγχονται τρεις μεγάλοι προμηθευτές για παραπλανητικές διαφημίσεις,1555415920801095681,https://www.newmoney.gr/roh/palmos-oikonomias/energeia/rae-elegchonte-tris-megali-promitheftes-gia-paraplanitikes-diafimisis/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1659674120,,,0,0,Echobox,5005,419,113,,2013/01/10,,http://newmoney.gr is a premier site in Greece for business and financial market news,http://www.newmoney.gr,,View
05/08/2022 13:50,@pcyshopass_free,"グラボやiPadの最安値情報@化粧品,プレマス,apex,CRカップ,フォロバ100@馬鳥情報",とてもお得です。Yahooショップや楽天市場よりも安いかも。#Amazonタイムセール祭りLVYUAN（リョクエン）インバーター発電機 正弦波 50hz/60hz 切替 防音型 4000W 4ＫＶＡ YF4000i |工場・現場用商品 工事用品 ガソ...,1555415920796872704,https://www.amazon.co.jp/dp/B081YF2T69?tag=touy1357-22&AssociateTag=touy1357-22&linkId=811c8531c1f0184562c7e8a17ef6f045,,,0,0,twitddd,721,902,3,,2020/09/18,,月姫リメイクにハマってる。都民ファースト。新型コロナ、ファイザーワクチンに懐疑的な大学院生 http://Amazon.co.jpアソシエイト参加者です。,,,View
05/08/2022 13:50,@93Mickel,Mickel_93,كبيررررة ومحرومه وحسابك شخصي ؟؟ مشتهية تشوفينه وترضعينه نقطة خااص بسرية تامه 🔥🔥🔥🔥#معصيتي_راحتي,1555415920780218369,,,,0,0,Twitter for iPhone,0,13,0,,2022/08/03,,❤️,,,View
05/08/2022 13:50,@sadtcdisrupt,Sad Disrupt,"Flipboard, but for existential pessimism. #TCDisrupt",1555415920775938048,,,,0,0,"Cheap Bots, Done Quick!",58,1,18,,2016/06/24,,Innovation meets misfortune. Parody bot.,,,View
05/08/2022 13:50,@Next_Spirit,Next Spirit,Dick Cheney is trending today on Google.,1555415920771825664,https://ift.tt/s2ogtED,,,0,0,IFTTT,1312,1809,11,,2009/03/21,,,,,View
05/08/2022 13:50,@Beamae_Bitw,흑핵윤회덮밥🌈/11시50분와인,5분남기고 제출해보이겟어 5분안남겨도 상관없는데 해보고싶어,1555415920759037952,,,,0,0,Twitter Web App,36,44,0,,2016/02/14,잘 가라 잘 가라,"서치를 위한 블락 많이 함/※체블돌림※/캐릭터에과몰입하지않기/!!마비 G25끝냈음!! 헌터좋아/젠퀴혐블락함/잼민이, ㅁㅁ라이팅쓰면 블락함",,,View
05/08/2022 13:50,@ahyeonjeong5,伴游│包养│处女│母女│姐妹花│SM│奶妈│孕妇│外围│吞精︱口爆︱口交︱肛交︱无套内射︱学生兼职︱,complete119,1555415920729698305,,,,0,0,Twitter for Android,0,0,0,,2022/03/10,,"全球优质mote外围,萝莉 学生 空姐 网红 明星。 24小时在线客服：http://BDD9966.me QQ: 1535506 VX: 4933917 全球看图群: http://t.me/BDD881 全球交流群: http://t.me/BDD880 包养关注号: @yujianbaoyang 欢迎咨询！",,,View
05/08/2022 13:50,@sawswy98491900,รับงาน🎄🎄,ว่างนะคะ พร้อมนัดคะ #รับงานศรีราชา #รับงานชลบุรี 🍒ID : 999sl 🍒,1555415920708702209,,https://pbs.twimg.com/media/FZXyiXjUcAIxFLQ.jpg,,0,0,Twitter for Android,18,1,0,,2022/07/01,,,,,View
05/08/2022 13:50,@jessitrikis,🌈,de la nada :),1555415920700440576,,,,0,0,Twitter for Android,581,201,0,,2011/07/27,,naaa,,,View
05/08/2022 13:50,@kgdsm36,周田,ジョーが壁に背を向けてニッキーをリトルスプーンにして眠るのってやっぱりニッキーの方が気配に敏感ですぐに目が覚めるし寝起き1秒で相手の急所へ正確に銃弾ブチ込めるからなのかな ジョーってなんとなく眠りが深そうなイメージある,1555415920683929600,,,,0,0,twitcle plus,73,49,1,,2011/03/10,,成人済/洋画洋ドラ中心にShipping/最近はモータルコンバットの話ばかりしている,,,View
05/08/2022 13:50,@Ginalisss,Ginn,"No has buscado ningún pretexto para buscarme como solías hacerlo siempre, cada día me convenzo más de que realmente esto llegó a su fin, ojalá estés siendo muy feliz mi niño",1555415920679329792,,,,0,0,Twitter Web App,86,99,0,,2021/02/26,,¿De qué se escribe cuando no es de amor?,http://www.instagram.com/_ginalis,,View
05/08/2022 13:50,@Dessis13,Dessis,I knew it....,1555415920658579456,,https://pbs.twimg.com/media/FZXyiJKXgAEMXkv.jpg,,0,0,Twitter for Android,119,286,1,,2016/10/19,,I just love #VIXX... http://instagram.com/_dessis_/,,,View
05/08/2022 13:50,@Lieselotte_A,リーゼロッテ・アッヒェンバッハ,......逃げた。よわむし。ばーかばーか。,1555415920612294657,,,,0,0,twittbot.net,21,1,3,,2012/10/09,,現在調整中。まだまだ時間がかかりそう。怒んないで。製作者泣いちゃう,,,View
05/08/2022 13:50,@JustAGuyNamedTy,Ty 🇺🇸 (🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇪🇫🇷🇩🇪🇪🇸),"I think, in honor of @TonyBoselli being inducted into the Pro Football Hall of Fame, there should be a statue of him outside @TIAABankField! @TonyKhan",1555415920599859200,,,,0,0,Twitter for iPhone,99,316,0,,2013/01/11,,#DUUUVAL,,,View
05/08/2022 13:50,@Shota_Corn,できたてのショッタコーン,一般落選により私のにじフェスは終わりました。,1555415920579084293,,,,0,0,Twitter for Android,236,918,15,,2018/04/22,,🌈🕒 🐟💞🦩🍹💯🦂🥂✨などよく見る | 🌨 | 潮田こんの中の人兼ﾊﾞｽﾀｵﾙｽﾞの元凶 | アイコンはまくらちゃん | 成人済み合法(ﾔｯﾀﾈ),,,View
05/08/2022 13:50,@soyunefasto,29,q qien me creoo qsoy? el mejor almeno´ en esto dias,1555415920557887488,,,,0,0,Twitter Web App,19,14,0,,2020/09/01,,where i going?,,,View
05/08/2022 13:50,@o7o3,ohan,マニィっていい女だけど強くて怖いよね,1555415920549326849,,,,0,0,Twitter for iPhone,47,184,3,,2010/08/16,,空と海と星見と,,,View
05/08/2022 13:50,@Vjsualjaem,Jaem,di hari ultah gue mo balik jadi jaem kiyowok,1555415920532566016,,,,0,0,Twitter for iPhone,237,279,0,,2022/02/25,,"#𝐔𝐍𝐑𝐄𝐀𝐋/ 𝐓𝐡𝐞 𝐛𝐨𝐲 𝐰𝐡𝐨 𝐥𝐨𝐯𝐞𝐬 𝐜𝐨𝐟𝐟𝐞𝐞, 𝐍𝐂𝐓𝐳𝐞𝐧 ,𝐚𝐧𝐝 𝐒𝐰𝐞𝐞𝐭 𝐭𝐡𝐢𝐧𝐠𝐬 𝐟𝐫𝐨𝐦 𝐍𝐂𝐓. 𝐂𝐚𝐥𝐥 𝐡𝐢𝐦 𝑁𝑎 𝐽𝑎𝑒𝑚𝑖𝑛.BCT",https://instagram.com/na.jaemin0813?igshid=YmMyMTA2M2Y=,,View
05/08/2022 13:50,@UncleOat7,Uncle Oat,You’re in the hood now baby,1555415920511795202,,,,0,0,Twitter for iPhone,457,373,0,,2019/05/21,Ocean Views,"💻, 🎮, 🥎",,,View
05/08/2022 13:50,@1i1ahk,KB,Why family and shit following my ex deadhomies y’all weird asf,1555415920503185408,,,,0,0,Twitter for iPhone,338,324,0,,2016/09/13,"Compton, CA",Rolling with the punches 🏆,,,View
